"","cell_type","0","1","virus"
"4204","Spermatogonia",1,NA,"UP000180575"
"4205","Squamous epithelial cells",1,NA,"UP000180575"
"4206","Suprabasal keratinocytes",1,NA,"UP000180575"
"4207","Syncytiotrophoblasts",1,NA,"UP000180575"
"4208","T-cells",1,NA,"UP000180575"
"4209","Undifferentiated cells",1,NA,"UP000180575"
"4210","dendritic cells",1,NA,"UP000180575"
"4211","granulocytes",1,NA,"UP000180575"
"4212","monocytes",1,NA,"UP000180575"
"4213","Adipocytes",1,NA,"UP000002473"
"4214","Alveolar cells type 1",1,NA,"UP000002473"
"4215","Alveolar cells type 2",1,NA,"UP000002473"
"4216","Astrocytes",1,NA,"UP000002473"
"4217","B-cells",1,NA,"UP000002473"
"4218","Basal keratinocytes",1,NA,"UP000002473"
"4219","Basal prostatic cells",1,NA,"UP000002473"
"4220","Basal respiratory cells",1,NA,"UP000002473"
"4221","Basal squamous epithelial cells",1,NA,"UP000002473"
"4222","Bipolar cells",1,NA,"UP000002473"
"4223","Breast glandular cells",1,NA,"UP000002473"
"4224","Breast myoepithelial cells",1,NA,"UP000002473"
"4225","Cardiomyocytes",1,NA,"UP000002473"
"4226","Cholangiocytes",1,NA,"UP000002473"
"4227","Ciliated cells",1,NA,"UP000002473"
"4228","Club cells",1,NA,"UP000002473"
"4229","Collecting duct cells",1,NA,"UP000002473"
"4230","Cone photoreceptor cells",NA,1,"UP000002473"
"4231","Cytotrophoblasts",1,NA,"UP000002473"
"4232","Distal enterocytes",1,NA,"UP000002473"
"4233","Distal tubular cells",1,NA,"UP000002473"
"4234","Ductal cells",1,NA,"UP000002473"
"4235","Early spermatids",1,NA,"UP000002473"
"4236","Endometrial stromal cells",1,NA,"UP000002473"
"4237","Endothelial cells",1,NA,"UP000002473"
"4238","Enteroendocrine cells",1,NA,"UP000002473"
"4239","Erythroid cells",1,NA,"UP000002473"
"4240","Excitatory neurons",1,NA,"UP000002473"
"4241","Exocrine glandular cells",1,NA,"UP000002473"
"4242","Extravillous trophoblasts",1,NA,"UP000002473"
"4243","Fibroblasts",1,NA,"UP000002473"
"4244","Gastric mucus-secreting cells",1,NA,"UP000002473"
"4245","Glandular and luminal cells",1,NA,"UP000002473"
"4246","Granulosa cells",1,NA,"UP000002473"
"4247","Hepatocytes",1,NA,"UP000002473"
"4248","Hofbauer cells",1,NA,"UP000002473"
"4249","Horizontal cells",1,NA,"UP000002473"
"4250","Inhibitory neurons",1,NA,"UP000002473"
"4251","Intestinal goblet cells",1,NA,"UP000002473"
"4252","Ionocytes",1,NA,"UP000002473"
"4253","Kupffer cells",1,NA,"UP000002473"
"4254","Langerhans cells",1,NA,"UP000002473"
"4255","Late spermatids",1,NA,"UP000002473"
"4256","Leydig cells",1,NA,"UP000002473"
"4257","Lymphatic endothelial cells",1,NA,"UP000002473"
"4258","Macrophages",1,NA,"UP000002473"
"4259","Melanocytes",1,NA,"UP000002473"
"4260","Mesothelial cells",1,NA,"UP000002473"
"4261","Microglial cells",1,NA,"UP000002473"
"4262","Mucus glandular cells",1,NA,"UP000002473"
"4263","Muller glia cells",1,NA,"UP000002473"
"4264","NK-cells",1,NA,"UP000002473"
"4265","Oligodendrocyte precursor cells",1,NA,"UP000002473"
"4266","Oligodendrocytes",1,NA,"UP000002473"
"4267","Oocytes",1,NA,"UP000002473"
"4268","Ovarian stromal cells",1,NA,"UP000002473"
"4269","Pancreatic endocrine cells",1,NA,"UP000002473"
"4270","Paneth cells",1,NA,"UP000002473"
"4271","Peritubular cells",1,NA,"UP000002473"
"4272","Plasma cells",1,NA,"UP000002473"
"4273","Prostatic glandular cells",1,NA,"UP000002473"
"4274","Proximal enterocytes",1,NA,"UP000002473"
"4275","Proximal tubular cells",1,NA,"UP000002473"
"4276","Rod photoreceptor cells",NA,1,"UP000002473"
"4277","Salivary duct cells",1,NA,"UP000002473"
"4278","Schwann cells",1,NA,"UP000002473"
"4279","Secretory cells",1,NA,"UP000002473"
"4280","Serous glandular cells",1,NA,"UP000002473"
"4281","Sertoli cells",1,NA,"UP000002473"
"4282","Skeletal myocytes",1,NA,"UP000002473"
"4283","Smooth muscle cells",1,NA,"UP000002473"
"4284","Spermatocytes",1,NA,"UP000002473"
"4285","Spermatogonia",1,NA,"UP000002473"
"4286","Squamous epithelial cells",1,NA,"UP000002473"
"4287","Suprabasal keratinocytes",1,NA,"UP000002473"
"4288","Syncytiotrophoblasts",1,NA,"UP000002473"
"4289","T-cells",1,NA,"UP000002473"
"4290","Undifferentiated cells",1,NA,"UP000002473"
"4291","dendritic cells",1,NA,"UP000002473"
"4292","granulocytes",1,NA,"UP000002473"
"4293","monocytes",1,NA,"UP000002473"
"4294","Adipocytes",2,NA,"UP000007767"
"4295","Alveolar cells type 1",2,NA,"UP000007767"
"4296","Alveolar cells type 2",2,NA,"UP000007767"
"4297","Astrocytes",2,NA,"UP000007767"
"4298","B-cells",2,NA,"UP000007767"
"4299","Basal keratinocytes",2,NA,"UP000007767"
"4300","Basal prostatic cells",2,NA,"UP000007767"
"4301","Basal respiratory cells",2,NA,"UP000007767"
"4302","Basal squamous epithelial cells",2,NA,"UP000007767"
"4303","Bipolar cells",2,NA,"UP000007767"
"4304","Breast glandular cells",2,NA,"UP000007767"
"4305","Breast myoepithelial cells",2,NA,"UP000007767"
"4306","Cardiomyocytes",2,NA,"UP000007767"
"4307","Cholangiocytes",2,NA,"UP000007767"
"4308","Ciliated cells",1,1,"UP000007767"
"4309","Club cells",2,NA,"UP000007767"
"4310","Collecting duct cells",2,NA,"UP000007767"
"4311","Cone photoreceptor cells",2,NA,"UP000007767"
"4312","Cytotrophoblasts",2,NA,"UP000007767"
"4313","Distal enterocytes",2,NA,"UP000007767"
"4314","Distal tubular cells",2,NA,"UP000007767"
"4315","Ductal cells",2,NA,"UP000007767"
"4316","Early spermatids",1,1,"UP000007767"
"4317","Endometrial stromal cells",2,NA,"UP000007767"
"4318","Endothelial cells",2,NA,"UP000007767"
"4319","Enteroendocrine cells",2,NA,"UP000007767"
"4320","Erythroid cells",2,NA,"UP000007767"
"4321","Excitatory neurons",2,NA,"UP000007767"
"4322","Exocrine glandular cells",2,NA,"UP000007767"
"4323","Extravillous trophoblasts",2,NA,"UP000007767"
"4324","Fibroblasts",2,NA,"UP000007767"
"4325","Gastric mucus-secreting cells",2,NA,"UP000007767"
"4326","Glandular and luminal cells",2,NA,"UP000007767"
"4327","Granulosa cells",2,NA,"UP000007767"
"4328","Hepatocytes",2,NA,"UP000007767"
"4329","Hofbauer cells",2,NA,"UP000007767"
"4330","Horizontal cells",2,NA,"UP000007767"
"4331","Inhibitory neurons",2,NA,"UP000007767"
"4332","Intestinal goblet cells",2,NA,"UP000007767"
"4333","Ionocytes",2,NA,"UP000007767"
"4334","Kupffer cells",2,NA,"UP000007767"
"4335","Langerhans cells",2,NA,"UP000007767"
"4336","Late spermatids",2,NA,"UP000007767"
"4337","Leydig cells",2,NA,"UP000007767"
"4338","Lymphatic endothelial cells",2,NA,"UP000007767"
"4339","Macrophages",2,NA,"UP000007767"
"4340","Melanocytes",2,NA,"UP000007767"
"4341","Mesothelial cells",2,NA,"UP000007767"
"4342","Microglial cells",2,NA,"UP000007767"
"4343","Mucus glandular cells",2,NA,"UP000007767"
"4344","Muller glia cells",2,NA,"UP000007767"
"4345","NK-cells",2,NA,"UP000007767"
"4346","Oligodendrocyte precursor cells",2,NA,"UP000007767"
"4347","Oligodendrocytes",1,1,"UP000007767"
"4348","Oocytes",2,NA,"UP000007767"
"4349","Ovarian stromal cells",2,NA,"UP000007767"
"4350","Pancreatic endocrine cells",2,NA,"UP000007767"
"4351","Paneth cells",2,NA,"UP000007767"
"4352","Peritubular cells",2,NA,"UP000007767"
"4353","Plasma cells",2,NA,"UP000007767"
"4354","Prostatic glandular cells",2,NA,"UP000007767"
"4355","Proximal enterocytes",2,NA,"UP000007767"
"4356","Proximal tubular cells",2,NA,"UP000007767"
"4357","Rod photoreceptor cells",2,NA,"UP000007767"
"4358","Salivary duct cells",2,NA,"UP000007767"
"4359","Schwann cells",2,NA,"UP000007767"
"4360","Secretory cells",2,NA,"UP000007767"
"4361","Serous glandular cells",2,NA,"UP000007767"
"4362","Sertoli cells",2,NA,"UP000007767"
"4363","Skeletal myocytes",2,NA,"UP000007767"
"4364","Smooth muscle cells",2,NA,"UP000007767"
"4365","Spermatocytes",1,1,"UP000007767"
"4366","Spermatogonia",2,NA,"UP000007767"
"4367","Squamous epithelial cells",2,NA,"UP000007767"
"4368","Suprabasal keratinocytes",2,NA,"UP000007767"
"4369","Syncytiotrophoblasts",2,NA,"UP000007767"
"4370","T-cells",2,NA,"UP000007767"
"4371","Undifferentiated cells",2,NA,"UP000007767"
"4372","dendritic cells",2,NA,"UP000007767"
"4373","granulocytes",2,NA,"UP000007767"
"4374","monocytes",2,NA,"UP000007767"
"4375","Adipocytes",1,NA,"UP000007774"
"4376","Alveolar cells type 1",1,NA,"UP000007774"
"4377","Alveolar cells type 2",1,NA,"UP000007774"
"4378","Astrocytes",1,NA,"UP000007774"
"4379","B-cells",1,NA,"UP000007774"
"4380","Basal keratinocytes",1,NA,"UP000007774"
"4381","Basal prostatic cells",1,NA,"UP000007774"
"4382","Basal respiratory cells",1,NA,"UP000007774"
"4383","Basal squamous epithelial cells",1,NA,"UP000007774"
"4384","Bipolar cells",1,NA,"UP000007774"
"4385","Breast glandular cells",1,NA,"UP000007774"
"4386","Breast myoepithelial cells",1,NA,"UP000007774"
"4387","Cardiomyocytes",1,NA,"UP000007774"
"4388","Cholangiocytes",1,NA,"UP000007774"
"4389","Ciliated cells",1,NA,"UP000007774"
"4390","Club cells",1,NA,"UP000007774"
"4391","Collecting duct cells",1,NA,"UP000007774"
"4392","Cone photoreceptor cells",NA,1,"UP000007774"
"4393","Cytotrophoblasts",1,NA,"UP000007774"
"4394","Distal enterocytes",1,NA,"UP000007774"
"4395","Distal tubular cells",1,NA,"UP000007774"
"4396","Ductal cells",1,NA,"UP000007774"
"4397","Early spermatids",NA,1,"UP000007774"
"4398","Endometrial stromal cells",1,NA,"UP000007774"
"4399","Endothelial cells",1,NA,"UP000007774"
"4400","Enteroendocrine cells",1,NA,"UP000007774"
"4401","Erythroid cells",1,NA,"UP000007774"
"4402","Excitatory neurons",1,NA,"UP000007774"
"4403","Exocrine glandular cells",1,NA,"UP000007774"
"4404","Extravillous trophoblasts",1,NA,"UP000007774"
"4405","Fibroblasts",1,NA,"UP000007774"
"4406","Gastric mucus-secreting cells",1,NA,"UP000007774"
"4407","Glandular and luminal cells",1,NA,"UP000007774"
"4408","Granulosa cells",1,NA,"UP000007774"
"4409","Hepatocytes",1,NA,"UP000007774"
"4410","Hofbauer cells",1,NA,"UP000007774"
"4411","Horizontal cells",1,NA,"UP000007774"
"4412","Inhibitory neurons",1,NA,"UP000007774"
"4413","Intestinal goblet cells",1,NA,"UP000007774"
"4414","Ionocytes",1,NA,"UP000007774"
"4415","Kupffer cells",1,NA,"UP000007774"
"4416","Langerhans cells",1,NA,"UP000007774"
"4417","Late spermatids",1,NA,"UP000007774"
"4418","Leydig cells",1,NA,"UP000007774"
"4419","Lymphatic endothelial cells",1,NA,"UP000007774"
"4420","Macrophages",1,NA,"UP000007774"
"4421","Melanocytes",1,NA,"UP000007774"
"4422","Mesothelial cells",1,NA,"UP000007774"
"4423","Microglial cells",1,NA,"UP000007774"
"4424","Mucus glandular cells",1,NA,"UP000007774"
"4425","Muller glia cells",1,NA,"UP000007774"
"4426","NK-cells",1,NA,"UP000007774"
"4427","Oligodendrocyte precursor cells",1,NA,"UP000007774"
"4428","Oligodendrocytes",1,NA,"UP000007774"
"4429","Oocytes",1,NA,"UP000007774"
"4430","Ovarian stromal cells",1,NA,"UP000007774"
"4431","Pancreatic endocrine cells",1,NA,"UP000007774"
"4432","Paneth cells",1,NA,"UP000007774"
"4433","Peritubular cells",1,NA,"UP000007774"
"4434","Plasma cells",1,NA,"UP000007774"
"4435","Prostatic glandular cells",1,NA,"UP000007774"
"4436","Proximal enterocytes",1,NA,"UP000007774"
"4437","Proximal tubular cells",1,NA,"UP000007774"
"4438","Rod photoreceptor cells",NA,1,"UP000007774"
"4439","Salivary duct cells",1,NA,"UP000007774"
"4440","Schwann cells",1,NA,"UP000007774"
"4441","Secretory cells",1,NA,"UP000007774"
"4442","Serous glandular cells",1,NA,"UP000007774"
"4443","Sertoli cells",1,NA,"UP000007774"
"4444","Skeletal myocytes",1,NA,"UP000007774"
"4445","Smooth muscle cells",1,NA,"UP000007774"
"4446","Spermatocytes",1,NA,"UP000007774"
"4447","Spermatogonia",1,NA,"UP000007774"
"4448","Squamous epithelial cells",1,NA,"UP000007774"
"4449","Suprabasal keratinocytes",1,NA,"UP000007774"
"4450","Syncytiotrophoblasts",1,NA,"UP000007774"
"4451","T-cells",1,NA,"UP000007774"
"4452","Undifferentiated cells",1,NA,"UP000007774"
"4453","dendritic cells",1,NA,"UP000007774"
"4454","granulocytes",1,NA,"UP000007774"
"4455","monocytes",1,NA,"UP000007774"
"4456","Adipocytes",1,1,"UP000008699"
"4457","Alveolar cells type 1",2,NA,"UP000008699"
"4458","Alveolar cells type 2",2,NA,"UP000008699"
"4459","Astrocytes",2,NA,"UP000008699"
"4460","B-cells",2,NA,"UP000008699"
"4461","Basal keratinocytes",2,NA,"UP000008699"
"4462","Basal prostatic cells",2,NA,"UP000008699"
"4463","Basal respiratory cells",2,NA,"UP000008699"
"4464","Basal squamous epithelial cells",2,NA,"UP000008699"
"4465","Bipolar cells",2,NA,"UP000008699"
"4466","Breast glandular cells",2,NA,"UP000008699"
"4467","Breast myoepithelial cells",2,NA,"UP000008699"
"4468","Cardiomyocytes",2,NA,"UP000008699"
"4469","Cholangiocytes",2,NA,"UP000008699"
"4470","Ciliated cells",2,NA,"UP000008699"
"4471","Club cells",2,NA,"UP000008699"
"4472","Collecting duct cells",2,NA,"UP000008699"
"4473","Cone photoreceptor cells",2,NA,"UP000008699"
"4474","Cytotrophoblasts",2,NA,"UP000008699"
"4475","Distal enterocytes",2,NA,"UP000008699"
"4476","Distal tubular cells",2,NA,"UP000008699"
"4477","Ductal cells",2,NA,"UP000008699"
"4478","Early spermatids",1,1,"UP000008699"
"4479","Endometrial stromal cells",2,NA,"UP000008699"
"4480","Endothelial cells",1,1,"UP000008699"
"4481","Enteroendocrine cells",2,NA,"UP000008699"
"4482","Erythroid cells",2,NA,"UP000008699"
"4483","Excitatory neurons",2,NA,"UP000008699"
"4484","Exocrine glandular cells",2,NA,"UP000008699"
"4485","Extravillous trophoblasts",1,1,"UP000008699"
"4486","Fibroblasts",2,NA,"UP000008699"
"4487","Gastric mucus-secreting cells",2,NA,"UP000008699"
"4488","Glandular and luminal cells",2,NA,"UP000008699"
"4489","Granulosa cells",2,NA,"UP000008699"
"4490","Hepatocytes",2,NA,"UP000008699"
"4491","Hofbauer cells",1,1,"UP000008699"
"4492","Horizontal cells",2,NA,"UP000008699"
"4493","Inhibitory neurons",2,NA,"UP000008699"
"4494","Intestinal goblet cells",2,NA,"UP000008699"
"4495","Ionocytes",2,NA,"UP000008699"
"4496","Kupffer cells",2,NA,"UP000008699"
"4497","Langerhans cells",2,NA,"UP000008699"
"4498","Late spermatids",1,1,"UP000008699"
"4499","Leydig cells",2,NA,"UP000008699"
"4500","Lymphatic endothelial cells",1,1,"UP000008699"
"4501","Macrophages",2,NA,"UP000008699"
"4502","Melanocytes",2,NA,"UP000008699"
"4503","Mesothelial cells",2,NA,"UP000008699"
"4504","Microglial cells",2,NA,"UP000008699"
"4505","Mucus glandular cells",2,NA,"UP000008699"
"4506","Muller glia cells",2,NA,"UP000008699"
"4507","NK-cells",2,NA,"UP000008699"
"4508","Oligodendrocyte precursor cells",2,NA,"UP000008699"
"4509","Oligodendrocytes",2,NA,"UP000008699"
"4510","Oocytes",2,NA,"UP000008699"
"4511","Ovarian stromal cells",2,NA,"UP000008699"
"4512","Pancreatic endocrine cells",2,NA,"UP000008699"
"4513","Paneth cells",2,NA,"UP000008699"
"4514","Peritubular cells",2,NA,"UP000008699"
"4515","Plasma cells",2,NA,"UP000008699"
"4516","Prostatic glandular cells",2,NA,"UP000008699"
"4517","Proximal enterocytes",2,NA,"UP000008699"
"4518","Proximal tubular cells",2,NA,"UP000008699"
"4519","Rod photoreceptor cells",2,NA,"UP000008699"
"4520","Salivary duct cells",2,NA,"UP000008699"
"4521","Schwann cells",2,NA,"UP000008699"
"4522","Secretory cells",2,NA,"UP000008699"
"4523","Serous glandular cells",2,NA,"UP000008699"
"4524","Sertoli cells",2,NA,"UP000008699"
"4525","Skeletal myocytes",2,NA,"UP000008699"
"4526","Smooth muscle cells",2,NA,"UP000008699"
"4527","Spermatocytes",2,NA,"UP000008699"
"4528","Spermatogonia",2,NA,"UP000008699"
"4529","Squamous epithelial cells",2,NA,"UP000008699"
"4530","Suprabasal keratinocytes",2,NA,"UP000008699"
"4531","Syncytiotrophoblasts",2,NA,"UP000008699"
"4532","T-cells",2,NA,"UP000008699"
"4533","Undifferentiated cells",2,NA,"UP000008699"
"4534","dendritic cells",2,NA,"UP000008699"
"4535","granulocytes",2,NA,"UP000008699"
"4536","monocytes",2,NA,"UP000008699"
"4537","Adipocytes",4,NA,"UP000154903"
"4538","Alveolar cells type 1",4,NA,"UP000154903"
"4539","Alveolar cells type 2",4,NA,"UP000154903"
"4540","Astrocytes",4,NA,"UP000154903"
"4541","B-cells",4,NA,"UP000154903"
"4542","Basal keratinocytes",4,NA,"UP000154903"
"4543","Basal prostatic cells",4,NA,"UP000154903"
"4544","Basal respiratory cells",4,NA,"UP000154903"
"4545","Basal squamous epithelial cells",4,NA,"UP000154903"
"4546","Bipolar cells",4,NA,"UP000154903"
"4547","Breast glandular cells",4,NA,"UP000154903"
"4548","Breast myoepithelial cells",4,NA,"UP000154903"
"4549","Cardiomyocytes",4,NA,"UP000154903"
"4550","Cholangiocytes",4,NA,"UP000154903"
"4551","Ciliated cells",3,1,"UP000154903"
"4552","Club cells",3,1,"UP000154903"
"4553","Collecting duct cells",4,NA,"UP000154903"
"4554","Cone photoreceptor cells",4,NA,"UP000154903"
"4555","Cytotrophoblasts",4,NA,"UP000154903"
"4556","Distal enterocytes",3,1,"UP000154903"
"4557","Distal tubular cells",4,NA,"UP000154903"
"4558","Ductal cells",4,NA,"UP000154903"
"4559","Early spermatids",4,NA,"UP000154903"
"4560","Endometrial stromal cells",4,NA,"UP000154903"
"4561","Endothelial cells",4,NA,"UP000154903"
"4562","Enteroendocrine cells",4,NA,"UP000154903"
"4563","Erythroid cells",4,NA,"UP000154903"
"4564","Excitatory neurons",4,NA,"UP000154903"
"4565","Exocrine glandular cells",4,NA,"UP000154903"
"4566","Extravillous trophoblasts",4,NA,"UP000154903"
"4567","Fibroblasts",4,NA,"UP000154903"
"4568","Gastric mucus-secreting cells",3,1,"UP000154903"
"4569","Glandular and luminal cells",4,NA,"UP000154903"
"4570","Granulosa cells",4,NA,"UP000154903"
"4571","Hepatocytes",4,NA,"UP000154903"
"4572","Hofbauer cells",4,NA,"UP000154903"
"4573","Horizontal cells",1,3,"UP000154903"
"4574","Inhibitory neurons",1,3,"UP000154903"
"4575","Intestinal goblet cells",3,1,"UP000154903"
"4576","Ionocytes",3,1,"UP000154903"
"4577","Kupffer cells",4,NA,"UP000154903"
"4578","Langerhans cells",4,NA,"UP000154903"
"4579","Late spermatids",4,NA,"UP000154903"
"4580","Leydig cells",4,NA,"UP000154903"
"4581","Lymphatic endothelial cells",4,NA,"UP000154903"
"4582","Macrophages",4,NA,"UP000154903"
"4583","Melanocytes",4,NA,"UP000154903"
"4584","Mesothelial cells",4,NA,"UP000154903"
"4585","Microglial cells",4,NA,"UP000154903"
"4586","Mucus glandular cells",4,NA,"UP000154903"
"4587","Muller glia cells",4,NA,"UP000154903"
"4588","NK-cells",4,NA,"UP000154903"
"4589","Oligodendrocyte precursor cells",4,NA,"UP000154903"
"4590","Oligodendrocytes",4,NA,"UP000154903"
"4591","Oocytes",4,NA,"UP000154903"
"4592","Ovarian stromal cells",4,NA,"UP000154903"
"4593","Pancreatic endocrine cells",4,NA,"UP000154903"
"4594","Paneth cells",3,1,"UP000154903"
"4595","Peritubular cells",4,NA,"UP000154903"
"4596","Plasma cells",4,NA,"UP000154903"
"4597","Prostatic glandular cells",3,1,"UP000154903"
"4598","Proximal enterocytes",3,1,"UP000154903"
"4599","Proximal tubular cells",4,NA,"UP000154903"
"4600","Rod photoreceptor cells",4,NA,"UP000154903"
"4601","Salivary duct cells",4,NA,"UP000154903"
"4602","Schwann cells",4,NA,"UP000154903"
"4603","Secretory cells",4,NA,"UP000154903"
"4604","Serous glandular cells",4,NA,"UP000154903"
"4605","Sertoli cells",4,NA,"UP000154903"
"4606","Skeletal myocytes",4,NA,"UP000154903"
"4607","Smooth muscle cells",4,NA,"UP000154903"
"4608","Spermatocytes",4,NA,"UP000154903"
"4609","Spermatogonia",4,NA,"UP000154903"
"4610","Squamous epithelial cells",4,NA,"UP000154903"
"4611","Suprabasal keratinocytes",4,NA,"UP000154903"
"4612","Syncytiotrophoblasts",4,NA,"UP000154903"
"4613","T-cells",4,NA,"UP000154903"
"4614","Undifferentiated cells",4,NA,"UP000154903"
"4615","dendritic cells",4,NA,"UP000154903"
"4616","granulocytes",4,NA,"UP000154903"
"4617","monocytes",4,NA,"UP000154903"
"4618","Adipocytes",12,NA,"UP000147828"
"4619","Alveolar cells type 1",12,NA,"UP000147828"
"4620","Alveolar cells type 2",12,NA,"UP000147828"
"4621","Astrocytes",12,NA,"UP000147828"
"4622","B-cells",10,2,"UP000147828"
"4623","Basal keratinocytes",12,NA,"UP000147828"
"4624","Basal prostatic cells",10,2,"UP000147828"
"4625","Basal respiratory cells",12,NA,"UP000147828"
"4626","Basal squamous epithelial cells",9,3,"UP000147828"
"4627","Bipolar cells",12,NA,"UP000147828"
"4628","Breast glandular cells",12,NA,"UP000147828"
"4629","Breast myoepithelial cells",12,NA,"UP000147828"
"4630","Cardiomyocytes",12,NA,"UP000147828"
"4631","Cholangiocytes",12,NA,"UP000147828"
"4632","Ciliated cells",12,NA,"UP000147828"
"4633","Club cells",12,NA,"UP000147828"
"4634","Collecting duct cells",12,NA,"UP000147828"
"4635","Cone photoreceptor cells",11,1,"UP000147828"
"4636","Cytotrophoblasts",12,NA,"UP000147828"
